Mode Number:,1,,,,Mode Number:,2,,,,Mode Number:,3,,,,Mode Number:,4,,,,Mode Number:,5,,,,Mode Number:,6,,,,Mode Number:,7,,,,Mode Number:,8,,,,Mode Number:,9,,,,Mode Number:,10,,,,Mode Number:,11,,,,Mode Number:,12,,,,Mode Number:,13,,,,Mode Number:,14,,,,Mode Number:,15,,,,Mode Number:,16,,,,Mode Number:,17,,,,Mode Number:,18,,,,Mode Number:,19,,,,Mode Number:,20,,,,Mode Number:,21,,,
SD Craig-Bampton mode 4 amplitude  -,0,-0.009284,-10.750872,,ED Platform pitch tilt rotation DOF  rad,1,0.016559,-7.559035,,ED Platform horizontal sway translation DOF  m,0,0.051070,24.184777,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,-0.026024,19.423089,,ED Platform horizontal sway translation DOF  m,0,0.022853,65.656099,,SD Craig-Bampton mode 5 amplitude  -,0,0.013533,88.859460,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.004600,-20.783895,,ED Platform horizontal sway translation DOF  m,0,-0.007060,-50.090131,,ED Platform horizontal sway translation DOF  m,0,0.002837,31.721037,,ED Platform horizontal surge translation DOF  m,0,0.005140,-60.521447,,ED Variable speed generator DOF  rad,0,0.002061,-57.150425,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000269,-2.587869,,ED Variable speed generator DOF  rad,0,0.000156,-26.370411,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.001064,-51.262539,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,-0.000503,4.431281,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000993,-2.787761,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.000251,4.979241,,ED Platform horizontal sway translation DOF  m,0,0.000127,10.524501,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000265,-0.011048,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000422,6.908398,,ED Platform roll tilt rotation DOF  rad,0,0.000514,0.163416,
ED Variable speed generator DOF  rad,0,-0.003073,2.783834,,ED 1st flapwise bending-mode DOF of blade cosine  m,1,-0.016303,67.586387,,SD Craig-Bampton mode 4 amplitude  -,0,0.037528,-18.865341,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.023915,-53.465506,,ED Platform horizontal surge translation DOF  m,0,-0.018872,51.100294,,ED 1st edgewise bending-mode DOF of blade cosine  m,1,0.013225,44.138510,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.004456,83.278151,,ED 2nd flapwise bending-mode DOF of blade sine  m,1,0.005844,-59.745371,,ED Platform vertical heave translation DOF  m,0,0.002518,-57.997176,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.003502,13.502771,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.001474,-17.270937,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000229,-36.433252,,ED Platform roll tilt rotation DOF  rad,0,-0.000152,-0.546589,,ED Platform horizontal sway translation DOF  m,0,0.000825,73.411909,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,0.000498,16.837536,,ED 1st edgewise bending-mode DOF of blade collective  m,0,0.000310,4.776823,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.000213,11.732027,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,-0.000059,8.158370,,ED Platform roll tilt rotation DOF  rad,0,-0.000166,-5.436172,,ED Platform horizontal surge translation DOF  m,0,0.000400,2.261983,,ED Platform horizontal sway translation DOF  m,0,0.000060,-5.906743,
ED Platform roll tilt rotation DOF  rad,1,0.003050,-1.096359,,ED Variable speed generator DOF  rad,1,0.015947,82.367017,,ED Platform vertical heave translation DOF  m,0,-0.026464,-58.122057,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.019675,-70.380150,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.010186,-44.465263,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.012859,-35.423233,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.004039,44.559111,,ED 2nd flapwise bending-mode DOF of blade cosine  m,1,-0.004096,26.487064,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.002472,-19.181921,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.002797,52.496710,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.001370,-68.677925,,ED Platform vertical heave translation DOF  m,0,-0.000180,56.539024,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000135,38.161850,,ED Platform yaw rotation DOF  rad,0,-0.000560,-48.828549,,ED Platform pitch tilt rotation DOF  rad,0,0.000283,5.958112,,ED Platform roll tilt rotation DOF  rad,0,0.000300,4.093483,,ED Platform yaw rotation DOF  rad,0,0.000146,5.300145,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,0.000048,14.798187,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.000086,12.094228,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000340,11.519851,,ED Platform yaw rotation DOF  rad,0,-0.000046,0.611922,
ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.000898,51.975302,,ED 1st flapwise bending-mode DOF of blade collective  m,1,0.013640,-89.132065,,ED Platform yaw rotation DOF  rad,1,0.023740,11.703449,,ED Platform horizontal sway translation DOF  m,0,-0.011543,-52.782650,,ED Platform vertical heave translation DOF  m,0,0.009340,-16.801468,,ED Platform horizontal surge translation DOF  m,0,-0.007366,59.802646,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,-0.003072,-33.932904,,ED Platform vertical heave translation DOF  m,0,-0.003297,37.399267,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.002249,47.378113,,ED Variable speed generator DOF  rad,0,-0.002253,46.682130,,ED Platform horizontal surge translation DOF  m,0,0.000732,-6.254530,,ED Platform pitch tilt rotation DOF  rad,0,-0.000113,-38.483160,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.000078,-52.475696,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.000557,-47.248845,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000242,9.298459,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.000172,3.466860,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000114,7.034655,,ED Platform pitch tilt rotation DOF  rad,0,0.000035,7.411787,,ED Variable speed generator DOF  rad,0,-0.000084,8.513863,,ED Platform pitch tilt rotation DOF  rad,0,-0.000249,6.808199,,ED Variable speed generator DOF  rad,0,0.000039,19.152973,
ED Platform yaw rotation DOF  rad,0,0.000411,-43.454834,,SD Craig-Bampton mode 5 amplitude  -,0,-0.012851,-36.374682,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.021261,-33.178449,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.011015,-27.414386,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.008582,-61.243084,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,-0.006166,57.507522,,ED Platform vertical heave translation DOF  m,0,-0.001837,-37.757057,,ED Platform yaw rotation DOF  rad,0,-0.003209,-39.141058,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.001820,-7.650104,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000469,75.363982,,ED Drivetrain rotational-flexibility DOF  rad,1,-0.000556,-46.760522,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.000108,-32.722593,,ED Platform horizontal surge translation DOF  m,0,0.000078,-51.274702,,ED Platform vertical heave translation DOF  m,0,-0.000292,44.861488,,ED Platform horizontal surge translation DOF  m,0,-0.000228,-11.628669,,ED Platform horizontal sway translation DOF  m,0,0.000144,-14.555308,,ED Platform vertical heave translation DOF  m,0,0.000057,68.070846,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.000033,8.013730,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.000070,17.043998,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.000189,7.005607,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000009,16.720698,
ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000380,2.397177,,ED Platform vertical heave translation DOF  m,1,-0.005653,-68.119728,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.014616,54.177441,,ED Variable speed generator DOF  rad,0,-0.009633,44.857027,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.006923,18.942674,,ED Platform vertical heave translation DOF  m,0,-0.006115,41.943191,,ED Platform horizontal surge translation DOF  m,0,-0.001385,-69.544468,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.003105,-64.387644,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.001317,-39.169391,,ED Platform horizontal sway translation DOF  m,0,0.000373,-56.853684,,ED Platform horizontal sway translation DOF  m,0,0.000497,2.563053,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.000052,-11.649925,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000074,40.634142,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000233,-72.339515,,ED Platform horizontal sway translation DOF  m,0,-0.000112,-74.273478,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000141,18.314722,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000018,-12.130009,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.000031,14.480075,,ED Platform yaw rotation DOF  rad,0,0.000065,8.247167,,ED Platform horizontal sway translation DOF  m,0,-0.000153,-57.717635,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000005,16.266281,
ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000354,-49.408717,,ED Platform roll tilt rotation DOF  rad,0,0.002197,-19.135721,,SD Craig-Bampton mode 5 amplitude  -,0,-0.012864,-68.996121,,ED Platform vertical heave translation DOF  m,0,0.005426,32.930572,,ED Platform yaw rotation DOF  rad,0,0.006126,73.530592,,ED Platform yaw rotation DOF  rad,0,-0.005231,-57.285539,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.001322,-66.274888,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.002939,-89.842730,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.001224,37.189904,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000369,30.511090,,ED Platform roll tilt rotation DOF  rad,0,-0.000325,-26.554756,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.000049,25.864264,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.000073,-87.380981,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000176,-30.973387,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000055,-2.114219,,ED Platform horizontal surge translation DOF  m,0,0.000048,27.409770,,ED Platform roll tilt rotation DOF  rad,0,0.000016,10.594331,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000027,6.467963,,ED Platform vertical heave translation DOF  m,0,-0.000051,-67.782076,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.000052,-26.858526,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.000004,19.411782,
ED Platform pitch tilt rotation DOF  rad,0,-0.000267,-4.089867,,ED 1st edgewise bending-mode DOF of blade collective  m,1,0.002088,-75.425805,,ED Platform pitch tilt rotation DOF  rad,0,0.011547,-56.454004,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.004641,-73.587563,,ED Platform pitch tilt rotation DOF  rad,0,-0.003909,-10.078601,,ED Platform pitch tilt rotation DOF  rad,0,0.002439,46.885757,,ED Platform yaw rotation DOF  rad,0,-0.001317,17.086206,,ED Platform horizontal surge translation DOF  m,0,-0.001636,-32.643351,,ED Platform pitch tilt rotation DOF  rad,0,-0.001176,-47.805251,,ED Platform vertical heave translation DOF  m,0,-0.000265,57.949089,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000111,51.599302,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.000031,60.931283,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.000066,80.485099,,ED Platform horizontal surge translation DOF  m,0,-0.000174,23.982399,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.000043,69.534171,,ED Platform yaw rotation DOF  rad,0,-0.000020,10.818076,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000015,-23.723317,,ED Platform horizontal surge translation DOF  m,0,0.000021,1.950271,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000038,13.526856,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.000051,-16.059752,,ED Platform vertical heave translation DOF  m,0,0.000003,-0.497376,
ED Platform vertical heave translation DOF  m,0,0.000204,48.256999,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.001425,-2.769589,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.007139,-19.044340,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.003901,-5.404362,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.002021,-55.154879,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.002182,54.812893,,ED Platform pitch tilt rotation DOF  rad,0,0.000888,-45.299886,,ED Platform pitch tilt rotation DOF  rad,0,0.001415,38.461176,,ED Platform yaw rotation DOF  rad,0,0.001075,26.958050,,ED Platform roll tilt rotation DOF  rad,0,0.000203,88.616698,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000092,-1.248843,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.000029,35.231415,,ED Drivetrain rotational-flexibility DOF  rad,0,-0.000052,-27.961757,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000096,-13.181228,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.000043,34.846847,,ED Platform vertical heave translation DOF  m,0,0.000015,23.047494,,ED Platform pitch tilt rotation DOF  rad,0,-0.000009,-14.176548,,ED Platform yaw rotation DOF  rad,0,0.000015,12.708382,,ED 1st edgewise bending-mode DOF of blade collective  m,0,0.000018,11.247148,,ED Platform yaw rotation DOF  rad,0,-0.000023,-34.281859,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000001,-1.166565,
ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000169,63.281484,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.001291,61.897552,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.004372,-63.215066,,ED Platform pitch tilt rotation DOF  rad,0,-0.003541,40.316096,,SD Craig-Bampton mode 5 amplitude  -,0,0.001978,68.620366,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.001200,-35.480642,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,0.000438,50.503255,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.001192,16.508187,,ED Platform horizontal surge translation DOF  m,0,-0.000664,58.338627,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.000167,-65.413926,,ED Platform vertical heave translation DOF  m,0,0.000085,-85.157166,,ED Platform yaw rotation DOF  rad,0,-0.000024,16.755000,,ED Platform yaw rotation DOF  rad,0,0.000038,67.123888,,ED Platform pitch tilt rotation DOF  rad,0,0.000085,79.802180,,ED Platform yaw rotation DOF  rad,0,0.000009,-72.999090,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.000013,-12.598637,,ED Drivetrain rotational-flexibility DOF  rad,0,-0.000008,36.603179,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.000005,-44.322555,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.000010,10.864823,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000020,20.444165,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000001,1.411500,
ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000083,-53.362351,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.001238,-14.023688,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.003846,-0.353115,,ED Platform yaw rotation DOF  rad,0,-0.003315,-30.373309,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.001847,-80.516917,,ED Platform roll tilt rotation DOF  rad,0,-0.000355,-87.035847,,ED Variable speed generator DOF  rad,0,-0.000079,-7.439022,,ED Platform roll tilt rotation DOF  rad,0,-0.000205,-30.488229,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000097,36.503428,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000148,-45.480388,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.000074,17.519493,,ED Variable speed generator DOF  rad,0,0.000024,-83.207328,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,0.000035,-45.363318,,ED 1st edgewise bending-mode DOF of blade collective  m,0,0.000059,-89.261155,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.000009,-3.418032,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.000012,-0.673167,,ED Variable speed generator DOF  rad,0,0.000005,37.787136,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000004,9.424543,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000008,34.704860,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000011,60.754578,,ED Platform horizontal surge translation DOF  m,0,-0.000001,19.592316,
ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000082,85.512253,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.001046,69.917292,,ED Platform roll tilt rotation DOF  rad,0,0.001465,4.202072,,SD Craig-Bampton mode 5 amplitude  -,0,0.001804,14.876232,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000909,-34.604983,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.000291,-63.696517,,ED Platform roll tilt rotation DOF  rad,0,-0.000053,52.846976,,ED Variable speed generator DOF  rad,0,-0.000100,-45.612518,,ED Platform roll tilt rotation DOF  rad,0,0.000063,45.146667,,ED Platform yaw rotation DOF  rad,0,0.000107,-84.353696,,ED Platform pitch tilt rotation DOF  rad,0,-0.000033,-6.084877,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000023,89.632096,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000032,-40.613866,,ED Variable speed generator DOF  rad,0,-0.000054,-72.543470,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000007,-14.066292,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000007,20.741684,,ED Platform horizontal surge translation DOF  m,0,-0.000001,-37.835270,,ED Platform roll tilt rotation DOF  rad,0,0.000003,4.780718,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000007,18.046852,,ED Platform roll tilt rotation DOF  rad,0,-0.000008,42.324321,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000001,-5.140681,
ED 2nd flapwise bending-mode DOF of blade sine  m,0,-0.000061,-32.121007,,ED Platform yaw rotation DOF  rad,0,0.000984,67.619598,,ED Variable speed generator DOF  rad,0,0.001298,16.921347,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.001085,-69.623580,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.000891,31.523830,,ED Variable speed generator DOF  rad,0,-0.000198,-0.909189,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000043,-60.099040,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.000065,85.199575,,ED Variable speed generator DOF  rad,0,0.000049,-19.999925,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000105,-82.793738,,ED 1st flapwise bending-mode DOF of blade sine  m,0,0.000028,-35.738810,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000022,38.981333,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.000028,-85.908414,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000044,-80.813561,,ED Variable speed generator DOF  rad,0,-0.000006,62.245159,,ED 2nd flapwise bending-mode DOF of blade cosine  m,0,-0.000007,29.510107,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.000001,37.088069,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.000003,2.095846,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000007,-18.576289,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.000004,7.977633,,ED Platform pitch tilt rotation DOF  rad,0,-0.000001,0.809946,
ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000026,-84.951807,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.000914,64.113741,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000987,-38.793973,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,-0.000848,-3.405756,,ED Variable speed generator DOF  rad,0,-0.000551,52.580545,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000073,30.790249,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.000034,41.268348,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000058,-5.370534,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000038,66.868666,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.000096,61.275727,,ED 1st edgewise bending-mode DOF of blade sine  m,0,0.000023,4.534871,,ED Drivetrain rotational-flexibility DOF  rad,0,-0.000008,-80.368814,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,-0.000022,-70.799193,,ED Platform roll tilt rotation DOF  rad,0,-0.000042,47.148866,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000005,68.565304,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000006,-16.022003,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000001,44.760250,,ED Drivetrain rotational-flexibility DOF  rad,0,-0.000003,-1.075696,,ED 1st flapwise bending-mode DOF of blade cosine  m,0,0.000007,38.339061,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000004,10.430220,,ED 1st flapwise bending-mode DOF of blade sine  m,0,-0.000001,-61.936421,
ED 2nd flapwise bending-mode DOF of blade collective  m,0,0.000018,-36.838683,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.000679,-72.053459,,ED 1st edgewise bending-mode DOF of blade collective  m,0,0.000831,-14.292767,,ED Drivetrain rotational-flexibility DOF  rad,0,-0.000284,-19.228147,,ED Platform roll tilt rotation DOF  rad,0,-0.000227,-86.168909,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000046,-46.101394,,ED 1st edgewise bending-mode DOF of blade collective  m,0,0.000014,2.503749,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000014,-16.802699,,ED 1st flapwise bending-mode DOF of blade collective  m,0,-0.000029,-84.030591,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.000047,-58.917761,,ED Platform yaw rotation DOF  rad,0,0.000018,-35.611022,,ED Platform roll tilt rotation DOF  rad,0,-0.000008,-12.526257,,ED Platform pitch tilt rotation DOF  rad,0,0.000016,-56.069468,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000036,78.393336,,ED 1st edgewise bending-mode DOF of blade collective  m,0,0.000002,14.198602,,ED Platform pitch tilt rotation DOF  rad,0,-0.000004,24.724666,,ED 1st flapwise bending-mode DOF of blade collective  m,0,0.000001,47.747393,,ED Variable speed generator DOF  rad,0,0.000001,6.236291,,ED Platform horizontal surge translation DOF  m,0,-0.000007,-72.948234,,ED Variable speed generator DOF  rad,0,-0.000003,69.909979,,ED 2nd flapwise bending-mode DOF of blade sine  m,0,0.000000,-66.418690,
ED Drivetrain rotational-flexibility DOF  rad,0,0.000012,3.145768,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000066,-85.906334,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000020,-11.332553,,ED Platform roll tilt rotation DOF  rad,0,-0.000271,-7.683048,,ED Drivetrain rotational-flexibility DOF  rad,0,-0.000019,-18.735465,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000007,4.620556,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000006,-3.667882,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000009,-6.742403,,ED Drivetrain rotational-flexibility DOF  rad,0,-0.000007,8.425825,,ED Platform pitch tilt rotation DOF  rad,0,-0.000027,-75.278503,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.000018,22.678862,,ED Platform horizontal sway translation DOF  m,0,0.000006,2.229341,,ED Platform vertical heave translation DOF  m,0,0.000010,24.357072,,ED Drivetrain rotational-flexibility DOF  rad,0,0.000022,-57.979488,,ED Platform roll tilt rotation DOF  rad,0,0.000001,47.220326,,ED 1st edgewise bending-mode DOF of blade cosine  m,0,0.000002,66.607885,,ED 2nd flapwise bending-mode DOF of blade collective  m,0,-0.000001,39.164080,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000001,-11.989017,,ED Platform pitch tilt rotation DOF  rad,0,-0.000003,69.762919,,ED 1st edgewise bending-mode DOF of blade collective  m,0,-0.000001,-33.365496,,ED 1st edgewise bending-mode DOF of blade sine  m,0,-0.000000,-70.874654,
